img;x1;y1;x2;y2
00036.ppm;264;33;302;72
00036.ppm;386;34;406;54
00036.ppm;228;46;300;118
00036.ppm;673;52;696;75
00036.ppm;614;55;644;82
00036.ppm;402;60;418;77
00036.ppm;21;64;42;88
00036.ppm;38;67;97;122
00036.ppm;600;78;635;116
00036.ppm;116;79;164;121
00036.ppm;488;80;543;128
00036.ppm;159;85;175;102
00036.ppm;431;89;451;110
00036.ppm;390;94;442;149
00036.ppm;146;95;162;111
00036.ppm;58;103;108;154
00036.ppm;699;107;717;125
00036.ppm;18;115;90;184
00036.ppm;463;118;545;195
00036.ppm;530;126;549;143
00036.ppm;60;129;87;156
00036.ppm;132;131;153;150
00036.ppm;575;131;599;152
00036.ppm;725;145;741;163
00036.ppm;112;148;128;163
00036.ppm;557;152;596;191
00036.ppm;698;161;729;192
00036.ppm;701;173;761;232
00036.ppm;493;176;515;200
00036.ppm;547;178;577;205
00036.ppm;109;182;172;252
00036.ppm;375;185;396;209
00036.ppm;1211;193;1285;269
00036.ppm;738;194;794;245
00036.ppm;397;198;417;221
00036.ppm;605;206;662;267
00036.ppm;723;214;801;292
00036.ppm;382;217;418;256
00036.ppm;590;224;624;263
00036.ppm;1020;243;1071;289
00036.ppm;687;250;714;278
00036.ppm;939;253;958;274
00036.ppm;107;262;206;366
00036.ppm;952;283;969;298
00036.ppm;559;295;576;314
00036.ppm;636;303;667;330
00036.ppm;932;313;950;331
00036.ppm;589;316;623;346
00036.ppm;501;319;521;339
00036.ppm;875;330;902;358
00036.ppm;878;334;975;445
00036.ppm;864;345;893;373
00036.ppm;982;347;1022;384
00036.ppm;625;351;646;371
00036.ppm;705;353;729;377
00036.ppm;687;358;704;377
00036.ppm;3;372;81;450
00036.ppm;598;380;615;395
00036.ppm;784;383;810;406
00036.ppm;224;387;247;413
00036.ppm;223;388;277;442
00036.ppm;663;389;691;420
00036.ppm;1251;400;1355;500
00036.ppm;559;405;574;421
00036.ppm;1209;407;1233;431
00036.ppm;448;415;466;432
00036.ppm;673;429;698;451
00036.ppm;702;429;761;481
00036.ppm;512;432;533;451
00036.ppm;436;438;549;542
00036.ppm;4;461;56;513
00036.ppm;599;480;670;545
00036.ppm;1031;483;1051;506
00036.ppm;1051;483;1099;526
00036.ppm;768;493;812;532
00036.ppm;226;499;252;524
00036.ppm;1217;503;1245;530
00036.ppm;1264;508;1323;567
00036.ppm;103;521;122;540
00036.ppm;299;522;331;550
00036.ppm;1224;540;1247;564
00036.ppm;1286;544;1344;600
00036.ppm;850;650;903;697
00036.ppm;863;662;899;695
00036.ppm;164;692;189;715
00036.ppm;582;278;659;346
00036.ppm;528;252;583;300
00036.ppm;528;211;680;346
00036.ppm;463;118;545;200
00036.ppm;586;367;615;395
00036.ppm;1157;284;1232;353
00036.ppm;463;118;545;211
00036.ppm;976;340;1022;384
00036.ppm;587;206;662;280
00036.ppm;1251;400;1356;500
00036.ppm;738;327;848;428
00036.ppm;9;115;90;191
00036.ppm;665;189;737;265
00036.ppm;733;327;848;428
00036.ppm;109;182;178;260
00036.ppm;636;89;666;116
00036.ppm;768;493;812;537
00036.ppm;665;161;801;292
00036.ppm;668;84;745;158
00036.ppm;100;478;185;565
00036.ppm;83;168;178;260
00036.ppm;316;43;369;99
00036.ppm;947;311;1022;384
00036.ppm;516;3;557;47
00036.ppm;375;185;399;210
00036.ppm;1089;465;1167;554
00036.ppm;559;405;610;453
00036.ppm;738;194;806;254
00036.ppm;1071;465;1167;554
00036.ppm;16;517;76;586
00036.ppm;668;88;703;119
00036.ppm;389;1;445;55
00036.ppm;472;3;557;91
00036.ppm;1156;284;1232;353
00036.ppm;1156;282;1232;353
00036.ppm;197;3;290;89
00036.ppm;130;502;160;536
00036.ppm;9;27;175;191
00036.ppm;663;389;695;420
00036.ppm;8;27;175;191
00036.ppm;864;330;902;373
00036.ppm;8;3;204;191
00036.ppm;762;209;855;293
00036.ppm;199;72;222;96
00036.ppm;560;166;598;200
00036.ppm;217;493;252;528
00036.ppm;1246;505;1280;540
00036.ppm;707;213;724;228
00036.ppm;667;77;717;125
00036.ppm;163;13;183;31
00036.ppm;402;266;418;282
00036.ppm;472;3;564;91
00036.ppm;2;2;47;49
00036.ppm;2;2;106;103
00036.ppm;60;127;94;157
00036.ppm;62;10;91;40
00036.ppm;1286;544;1345;600
00036.ppm;1207;193;1285;269
00036.ppm;560;160;598;200
00036.ppm;1285;544;1345;600
00036.ppm;163;12;183;31
00036.ppm;1207;193;1293;274
00037.ppm;1050;2;1125;86
00037.ppm;1192;2;1251;56
00037.ppm;1047;4;1077;33
00037.ppm;973;6;998;34
00037.ppm;917;11;949;41
00037.ppm;969;22;1010;59
00037.ppm;899;24;917;41
00037.ppm;732;31;794;94
00037.ppm;918;33;943;60
00037.ppm;1191;42;1242;95
00037.ppm;866;48;891;74
00037.ppm;680;49;734;106
00037.ppm;1035;55;1059;79
00037.ppm;967;58;995;83
00037.ppm;1092;58;1141;113
00037.ppm;1231;63;1248;79
00037.ppm;1190;64;1212;86
00037.ppm;838;72;859;96
00037.ppm;1191;84;1233;126
00037.ppm;946;88;975;118
00037.ppm;818;100;841;122
00037.ppm;717;106;737;125
00037.ppm;682;108;751;180
00037.ppm;955;109;1009;162
00037.ppm;1081;111;1148;184
00037.ppm;732;120;769;153
00037.ppm;796;120;811;135
00037.ppm;1058;120;1079;140
00037.ppm;764;123;783;142
00037.ppm;936;127;972;161
00037.ppm;783;129;830;180
00037.ppm;972;133;1059;209
00037.ppm;720;141;740;162
00037.ppm;877;144;897;162
00037.ppm;727;145;758;173
00037.ppm;481;146;537;210
00037.ppm;705;151;728;172
00037.ppm;212;154;248;191
00037.ppm;215;155;247;191
00037.ppm;445;155;474;188
00037.ppm;859;157;887;185
00037.ppm;214;158;251;194
00037.ppm;448;160;471;184
00037.ppm;141;162;175;199
00037.ppm;143;163;175;198
00037.ppm;295;171;323;202
00037.ppm;1069;174;1084;191
00037.ppm;770;189;834;257
00037.ppm;661;191;695;224
00037.ppm;512;193;564;242
00037.ppm;831;193;852;212
00037.ppm;607;196;666;254
00037.ppm;779;198;800;219
00037.ppm;654;200;671;218
00037.ppm;294;209;324;241
00037.ppm;495;210;521;236
00037.ppm;850;214;910;279
00037.ppm;298;216;326;243
00037.ppm;973;221;1023;265
00037.ppm;1282;224;1328;265
00037.ppm;1040;238;1096;292
00037.ppm;982;242;1026;292
00037.ppm;1;243;27;266
00037.ppm;285;243;325;285
00037.ppm;652;243;698;294
00037.ppm;919;243;990;318
00037.ppm;549;246;576;273
00037.ppm;293;247;315;267
00037.ppm;624;248;651;278
00037.ppm;1143;251;1167;272
00037.ppm;1212;256;1261;299
00037.ppm;604;261;653;313
00037.ppm;703;268;746;311
00037.ppm;653;282;669;299
00037.ppm;285;283;326;324
00037.ppm;1035;284;1061;310
00037.ppm;707;288;722;304
00037.ppm;1057;300;1091;335
00037.ppm;999;306;1031;335
00037.ppm;840;313;859;330
00037.ppm;924;313;939;330
00037.ppm;455;317;478;340
00037.ppm;902;322;940;356
00037.ppm;884;330;957;402
00037.ppm;777;331;798;351
00037.ppm;143;347;160;365
00037.ppm;887;349;943;403
00037.ppm;513;357;533;378
00037.ppm;949;361;972;381
00037.ppm;287;363;320;393
00037.ppm;840;377;857;393
00037.ppm;480;382;533;442
00037.ppm;1207;389;1222;404
00037.ppm;860;394;893;423
00037.ppm;240;395;272;423
00037.ppm;542;399;599;453
00037.ppm;599;402;650;454
00037.ppm;816;422;834;441
00037.ppm;965;424;1115;586
00037.ppm;131;425;210;512
00037.ppm;800;432;840;471
00037.ppm;302;465;336;503
00037.ppm;831;473;856;500
00037.ppm;880;482;901;501
00037.ppm;417;495;437;514
00037.ppm;442;495;484;537
00037.ppm;210;503;286;585
00037.ppm;536;514;561;536
00037.ppm;1116;514;1214;615
00037.ppm;458;517;496;555
00037.ppm;321;519;340;540
00037.ppm;738;520;765;551
00037.ppm;512;525;558;574
00037.ppm;812;527;862;574
00037.ppm;976;532;995;550
00037.ppm;869;555;911;593
00037.ppm;884;582;914;610
00037.ppm;968;588;1062;671
00037.ppm;508;674;562;721
00037.ppm;549;176;639;273
00037.ppm;790;309;805;325
00037.ppm;474;296;516;340
00037.ppm;513;357;534;379
00037.ppm;703;268;746;317
00037.ppm;661;191;696;231
00037.ppm;66;477;162;580
00037.ppm;1034;109;1148;210
00037.ppm;974;235;1026;292
00037.ppm;671;104;751;180
00037.ppm;1035;2;1125;86
00037.ppm;624;248;651;279
00037.ppm;997;206;1058;260
00037.ppm;1035;17;1141;113
00037.ppm;779;150;839;219
00037.ppm;797;100;841;140
00037.ppm;766;189;834;257
00037.ppm;766;115;915;257
00037.ppm;884;304;982;402
00037.ppm;808;473;856;521
00037.ppm;0;0;142;144
00037.ppm;728;195;775;237
00037.ppm;303;506;340;540
00037.ppm;141;163;175;200
00037.ppm;732;1;816;94
00037.ppm;1035;2;1125;93
00037.ppm;599;402;656;454
00037.ppm;691;151;728;188
00037.ppm;877;151;936;205
00037.ppm;969;235;1026;292
00037.ppm;997;19;1055;76
00037.ppm;1035;2;1125;100
00037.ppm;1035;1;1140;100
00037.ppm;806;261;844;296
00037.ppm;765;430;872;533
00037.ppm;671;104;801;234
00037.ppm;797;85;854;140
00037.ppm;792;85;854;143
00037.ppm;1006;515;1110;627
00037.ppm;767;2;917;143
00037.ppm;669;504;728;568
00037.ppm;788;12;844;63
00037.ppm;955;105;1011;162
00037.ppm;794;404;863;482
00037.ppm;794;394;893;482
00037.ppm;166;499;218;550
00037.ppm;851;48;919;114
00037.ppm;894;11;962;73
00037.ppm;680;1;816;127
00037.ppm;509;147;569;201
00037.ppm;816;496;854;536
00037.ppm;778;241;809;270
00037.ppm;765;430;875;533
00037.ppm;465;369;533;442
00037.ppm;752;150;868;256
00037.ppm;990;572;1058;640
00037.ppm;798;193;918;305
00037.ppm;1;1;105;92
00037.ppm;653;483;728;568
00037.ppm;331;175;463;306
00037.ppm;1142;96;1342;290
00037.ppm;480;535;500;553
00037.ppm;141;162;176;199
00037.ppm;884;582;963;663
00037.ppm;813;496;854;543
00037.ppm;1114;133;1139;155
00037.ppm;465;369;534;442
00037.ppm;1191;179;1297;282
00037.ppm;1191;177;1297;282
00037.ppm;1141;1;1251;126
00037.ppm;1142;96;1357;324
00037.ppm;240;122;473;326
00037.ppm;851;527;911;593
00037.ppm;813;496;911;593
00037.ppm;813;496;911;602
00037.ppm;417;495;438;516
00037.ppm;1026;255;1130;373
00037.ppm;1026;232;1169;373
00037.ppm;212;154;250;191
00037.ppm;291;206;326;243
00037.ppm;1195;158;1326;273
00037.ppm;133;490;218;573
00037.ppm;2;18;139;143
00037.ppm;41;122;105;186
00037.ppm;880;468;939;521
00037.ppm;880;463;939;521
00037.ppm;862;549;963;663
00037.ppm;133;490;218;575
00037.ppm;479;535;500;554
00038.ppm;139;1;154;18
00038.ppm;1162;1;1190;32
00038.ppm;1189;1;1234;48
00038.ppm;230;2;252;23
00038.ppm;745;3;779;37
00038.ppm;224;4;242;21
00038.ppm;500;10;515;26
00038.ppm;1344;12;1359;29
00038.ppm;2;13;41;51
00038.ppm;585;13;613;44
00038.ppm;29;23;46;40
00038.ppm;191;25;207;43
00038.ppm;150;31;186;64
00038.ppm;795;31;824;58
00038.ppm;344;33;364;53
00038.ppm;782;33;803;53
00038.ppm;142;35;188;77
00038.ppm;772;36;832;94
00038.ppm;649;45;692;87
00038.ppm;204;52;226;76
00038.ppm;699;52;717;72
00038.ppm;225;55;245;78
00038.ppm;1253;57;1273;77
00038.ppm;1237;58;1339;147
00038.ppm;204;60;232;87
00038.ppm;422;61;446;86
00038.ppm;139;65;155;83
00038.ppm;232;75;249;91
00038.ppm;704;76;735;106
00038.ppm;16;77;41;100
00038.ppm;754;77;773;95
00038.ppm;508;87;525;104
00038.ppm;774;87;790;103
00038.ppm;1042;88;1070;114
00038.ppm;41;93;66;120
00038.ppm;1237;93;1336;195
00038.ppm;758;95;778;118
00038.ppm;413;96;511;207
00038.ppm;448;99;472;120
00038.ppm;565;103;581;120
00038.ppm;797;103;814;118
00038.ppm;366;106;401;137
00038.ppm;840;121;860;139
00038.ppm;384;122;446;185
00038.ppm;48;124;81;153
00038.ppm;375;130;393;149
00038.ppm;463;131;481;148
00038.ppm;625;132;641;147
00038.ppm;38;133;66;159
00038.ppm;1147;136;1163;151
00038.ppm;828;137;859;169
00038.ppm;951;140;1051;228
00038.ppm;18;141;42;164
00038.ppm;718;145;752;175
00038.ppm;794;145;884;241
00038.ppm;11;147;31;166
00038.ppm;1120;147;1138;163
00038.ppm;1019;150;1159;286
00038.ppm;55;152;71;168
00038.ppm;325;157;368;204
00038.ppm;1253;157;1278;182
00038.ppm;371;162;393;184
00038.ppm;1245;162;1349;255
00038.ppm;603;164;635;200
00038.ppm;1036;165;1067;196
00038.ppm;275;170;306;201
00038.ppm;970;176;987;191
00038.ppm;302;177;329;207
00038.ppm;438;177;473;215
00038.ppm;512;178;539;204
00038.ppm;197;186;212;203
00038.ppm;931;189;950;206
00038.ppm;60;190;88;216
00038.ppm;437;192;493;245
00038.ppm;347;193;384;235
00038.ppm;628;194;645;211
00038.ppm;974;195;992;213
00038.ppm;17;198;43;223
00038.ppm;466;198;481;214
00038.ppm;2;199;17;215
00038.ppm;384;202;463;281
00038.ppm;261;214;294;251
00038.ppm;875;215;910;248
00038.ppm;593;218;611;236
00038.ppm;6;228;31;251
00038.ppm;870;235;919;290
00038.ppm;1066;237;1085;255
00038.ppm;1157;237;1177;256
00038.ppm;265;238;289;265
00038.ppm;750;242;774;263
00038.ppm;284;252;305;273
00038.ppm;102;254;127;282
00038.ppm;108;255;140;291
00038.ppm;550;255;572;278
00038.ppm;751;255;802;303
00038.ppm;940;256;1058;363
00038.ppm;875;257;907;287
00038.ppm;647;265;692;309
00038.ppm;575;267;598;289
00038.ppm;487;272;504;289
00038.ppm;995;274;1015;294
00038.ppm;1040;276;1085;320
00038.ppm;1291;282;1339;334
00038.ppm;306;284;339;314
00038.ppm;889;284;907;303
00038.ppm;374;294;390;311
00038.ppm;576;294;593;313
00038.ppm;641;297;661;320
00038.ppm;360;305;428;380
00038.ppm;785;307;812;338
00038.ppm;252;314;357;418
00038.ppm;509;314;525;331
00038.ppm;985;320;1062;389
00038.ppm;1174;320;1197;342
00038.ppm;727;330;742;347
00038.ppm;488;334;513;362
00038.ppm;707;338;729;362
00038.ppm;1061;340;1101;385
00038.ppm;391;341;429;382
00038.ppm;122;347;140;363
00038.ppm;798;357;829;392
00038.ppm;589;359;618;385
00038.ppm;28;361;52;383
00038.ppm;834;363;887;414
00038.ppm;975;365;990;380
00038.ppm;1298;369;1332;403
00038.ppm;125;383;141;398
00038.ppm;60;384;76;402
00038.ppm;409;386;435;410
00038.ppm;319;389;378;453
00038.ppm;23;390;61;425
00038.ppm;335;390;355;413
00038.ppm;649;390;668;410
00038.ppm;283;399;371;481
00038.ppm;597;401;619;424
00038.ppm;988;404;1003;419
00038.ppm;1009;412;1031;432
00038.ppm;1263;421;1280;440
00038.ppm;983;443;1007;468
00038.ppm;1123;447;1139;463
00038.ppm;917;451;968;505
00038.ppm;1187;471;1229;517
00038.ppm;756;472;776;492
00038.ppm;1123;484;1152;513
00038.ppm;794;492;812;510
00038.ppm;170;495;240;562
00038.ppm;163;496;209;545
00038.ppm;556;497;613;556
00038.ppm;1284;506;1336;559
00038.ppm;894;515;932;553
00038.ppm;351;520;366;535
00038.ppm;639;523;662;549
00038.ppm;678;523;708;557
00038.ppm;1312;528;1359;576
00038.ppm;1070;536;1116;585
00038.ppm;1146;536;1187;572
00038.ppm;405;541;430;567
00038.ppm;105;543;125;564
00038.ppm;1186;546;1204;566
00038.ppm;464;551;495;579
00038.ppm;3;597;79;674
00038.ppm;427;627;443;642
00038.ppm;1116;740;1146;768
00038.ppm;574;113;684;217
00038.ppm;907;210;1025;319
00038.ppm;570;3;613;44
00038.ppm;546;306;618;385
00038.ppm;531;236;572;278
00038.ppm;465;19;492;48
00038.ppm;633;354;719;450
00038.ppm;599;204;658;271
00038.ppm;360;305;429;380
00038.ppm;131;218;209;297
00038.ppm;370;159;449;243
00038.ppm;370;208;406;241
00038.ppm;437;322;483;366
00038.ppm;169;313;190;332
00038.ppm;833;355;887;414
00038.ppm;478;328;513;362
00038.ppm;707;330;742;362
00038.ppm;1177;359;1195;375
00038.ppm;3;221;102;327
00038.ppm;833;355;888;414
00038.ppm;570;3;616;44
00038.ppm;384;202;494;309
00038.ppm;131;218;213;297
00038.ppm;1;48;84;142
00038.ppm;401;304;503;410
00038.ppm;260;177;356;273
00038.ppm;444;303;467;323
00038.ppm;400;33;447;86
00038.ppm;337;152;388;199
00038.ppm;469;333;524;395
00038.ppm;437;192;503;257
00038.ppm;93;305;116;327
00038.ppm;833;355;890;414
00038.ppm;384;192;503;309
00038.ppm;391;340;439;382
00038.ppm;707;330;742;370
00038.ppm;1247;270;1356;395
00038.ppm;200;298;220;317
00038.ppm;774;87;798;110
00038.ppm;340;294;387;339
00038.ppm;1129;343;1152;363
00038.ppm;1012;297;1028;314
00038.ppm;1127;334;1171;379
00038.ppm;827;355;890;414
00038.ppm;384;122;446;186
00038.ppm;375;122;446;186
00038.ppm;271;170;306;208
00038.ppm;469;333;527;395
00038.ppm;822;250;858;288
00038.ppm;508;87;535;111
00038.ppm;61;82;119;147
00038.ppm;401;293;506;410
00038.ppm;412;497;446;533
00038.ppm;841;372;863;393
00038.ppm;488;127;556;189
00038.ppm;488;127;556;204
00038.ppm;401;293;527;410
00038.ppm;153;144;212;203
00038.ppm;570;2;620;48
00038.ppm;998;165;1067;227
00038.ppm;531;236;573;278
00038.ppm;384;192;503;314
00038.ppm;259;177;356;273
00038.ppm;628;187;653;211
00038.ppm;626;187;653;211
00038.ppm;283;393;375;481
00038.ppm;173;731;211;770
00038.ppm;259;177;374;289
00038.ppm;280;390;307;417
00038.ppm;1253;157;1279;182
00038.ppm;1278;210;1335;273
00038.ppm;104;418;156;476
00038.ppm;366;97;409;137
00038.ppm;283;389;378;481
00038.ppm;384;185;503;314
00038.ppm;815;348;890;414
00038.ppm;441;508;511;570
00038.ppm;983;422;1016;453
00038.ppm;826;137;859;170
00038.ppm;406;87;535;217
00038.ppm;1;1;154;147
00038.ppm;121;486;249;609
00038.ppm;66;149;115;195
00038.ppm;278;328;365;413
00038.ppm;252;314;389;460
00038.ppm;1240;162;1349;273
00038.ppm;78;183;195;291
00038.ppm;68;2;277;192
00038.ppm;295;128;341;170
00038.ppm;77;183;195;291
00038.ppm;48;124;115;195
00038.ppm;28;85;66;120
00038.ppm;461;131;481;150
00038.ppm;213;561;238;586
00038.ppm;2;198;131;315
00038.ppm;405;539;432;567
00038.ppm;121;484;249;609
00038.ppm;756;472;776;493
00038.ppm;649;45;692;89
00038.ppm;826;137;861;170
00038.ppm;1250;93;1316;163
00038.ppm;32;89;137;195
00038.ppm;113;743;138;765
00038.ppm;410;350;432;370
00038.ppm;737;13;848;137
00038.ppm;543;267;654;385
00038.ppm;539;267;654;385
00038.ppm;726;3;848;137
00038.ppm;1327;373;1357;401
00038.ppm;1270;67;1324;116
00038.ppm;773;1;824;58
00038.ppm;294;556;333;591
00038.ppm;283;389;379;481
00038.ppm;498;10;515;26
00038.ppm;32;89;143;195
00038.ppm;698;330;742;370
00038.ppm;1291;369;1332;409
00038.ppm;1241;93;1316;163
00038.ppm;608;64;634;91
00038.ppm;726;3;848;139
00038.ppm;726;3;848;142
00038.ppm;32;89;153;195
00038.ppm;1326;770;1356;799
00038.ppm;256;123;333;204
00038.ppm;10;144;31;166
00038.ppm;794;491;815;510
00038.ppm;10;144;32;166
00038.ppm;278;328;372;413
00038.ppm;682;399;697;416
00038.ppm;682;398;702;416
00038.ppm;786;491;815;517
00038.ppm;754;470;776;493
00038.ppm;726;3;857;142
00038.ppm;278;328;378;424
00038.ppm;407;543;431;566
00038.ppm;983;422;1046;481
00038.ppm;343;193;384;235
00038.ppm;1123;445;1142;466
00039.ppm;435;1;491;64
00039.ppm;471;1;502;32
00039.ppm;577;1;598;25
00039.ppm;295;2;385;87
00039.ppm;962;2;983;24
00039.ppm;1220;2;1248;31
00039.ppm;1222;3;1279;60
00039.ppm;130;11;146;26
00039.ppm;519;13;545;39
00039.ppm;56;18;87;50
00039.ppm;381;21;457;88
00039.ppm;474;25;502;56
00039.ppm;1148;26;1205;77
00039.ppm;1254;26;1306;76
00039.ppm;420;35;504;124
00039.ppm;824;43;869;91
00039.ppm;339;46;397;101
00039.ppm;52;47;70;67
00039.ppm;394;47;422;77
00039.ppm;1331;52;1358;79
00039.ppm;313;54;342;81
00039.ppm;1;56;54;104
00039.ppm;602;56;623;77
00039.ppm;119;57;142;77
00039.ppm;271;58;313;97
00039.ppm;1279;62;1296;77
00039.ppm;612;63;639;92
00039.ppm;885;64;925;106
00039.ppm;373;65;390;81
00039.ppm;54;66;93;103
00039.ppm;473;78;500;103
00039.ppm;104;79;132;110
00039.ppm;1305;82;1336;116
00039.ppm;592;83;635;126
00039.ppm;1227;84;1271;133
00039.ppm;654;85;673;106
00039.ppm;311;90;326;106
00039.ppm;243;91;268;117
00039.ppm;66;95;96;123
00039.ppm;58;96;81;116
00039.ppm;628;96;646;115
00039.ppm;351;97;369;117
00039.ppm;399;100;428;131
00039.ppm;332;103;374;144
00039.ppm;456;107;477;127
00039.ppm;482;107;557;188
00039.ppm;305;110;334;139
00039.ppm;158;117;177;134
00039.ppm;173;118;253;194
00039.ppm;381;122;409;151
00039.ppm;408;122;431;144
00039.ppm;75;127;93;146
00039.ppm;118;128;171;180
00039.ppm;130;135;150;153
00039.ppm;674;141;710;174
00039.ppm;955;145;996;187
00039.ppm;479;152;504;177
00039.ppm;320;165;338;181
00039.ppm;21;166;118;275
00039.ppm;562;169;626;228
00039.ppm;1032;169;1117;260
00039.ppm;348;170;389;210
00039.ppm;421;170;441;190
00039.ppm;607;170;624;187
00039.ppm;659;170;688;197
00039.ppm;2;173;49;215
00039.ppm;961;173;985;199
00039.ppm;305;174;409;283
00039.ppm;515;176;531;194
00039.ppm;49;178;65;194
00039.ppm;615;182;632;197
00039.ppm;186;185;215;213
00039.ppm;959;186;1004;231
00039.ppm;960;188;1001;230
00039.ppm;380;190;431;238
00039.ppm;417;190;435;207
00039.ppm;405;193;422;209
00039.ppm;1293;194;1356;259
00039.ppm;1015;195;1034;213
00039.ppm;368;196;384;211
00039.ppm;76;197;104;228
00039.ppm;171;198;199;230
00039.ppm;358;198;397;232
00039.ppm;415;198;467;246
00039.ppm;537;198;567;226
00039.ppm;311;203;351;247
00039.ppm;1311;208;1355;258
00039.ppm;928;209;995;271
00039.ppm;2;213;33;248
00039.ppm;882;213;900;231
00039.ppm;14;215;34;234
00039.ppm;487;215;513;243
00039.ppm;1;237;28;265
00039.ppm;1197;238;1318;353
00039.ppm;536;240;555;258
00039.ppm;155;241;236;322
00039.ppm;947;245;976;271
00039.ppm;110;254;140;284
00039.ppm;931;256;960;289
00039.ppm;958;256;1011;309
00039.ppm;77;265;97;284
00039.ppm;318;271;338;294
00039.ppm;873;274;913;314
00039.ppm;934;278;955;302
00039.ppm;441;280;464;301
00039.ppm;150;283;185;314
00039.ppm;675;287;699;313
00039.ppm;697;287;725;312
00039.ppm;938;290;972;329
00039.ppm;168;297;185;314
00039.ppm;618;300;670;353
00039.ppm;693;300;727;335
00039.ppm;355;308;371;323
00039.ppm;614;310;636;330
00039.ppm;880;314;903;340
00039.ppm;364;321;404;358
00039.ppm;619;322;637;339
00039.ppm;408;323;423;340
00039.ppm;618;338;635;355
00039.ppm;1171;342;1194;363
00039.ppm;462;355;482;373
00039.ppm;340;366;373;401
00039.ppm;242;373;269;399
00039.ppm;365;381;393;406
00039.ppm;836;394;856;413
00039.ppm;383;401;410;425
00039.ppm;436;419;453;436
00039.ppm;470;426;491;449
00039.ppm;1183;429;1260;514
00039.ppm;815;444;840;471
00039.ppm;1334;445;1356;467
00039.ppm;642;446;694;500
00039.ppm;1095;453;1123;484
00039.ppm;979;456;1022;497
00039.ppm;426;460;446;480
00039.ppm;54;464;74;484
00039.ppm;521;467;602;549
00039.ppm;1236;470;1264;498
00039.ppm;427;474;456;502
00039.ppm;434;474;459;497
00039.ppm;953;475;1010;535
00039.ppm;217;479;252;513
00039.ppm;607;479;641;511
00039.ppm;326;481;375;527
00039.ppm;632;482;665;517
00039.ppm;701;482;716;497
00039.ppm;628;485;684;542
00039.ppm;575;491;597;516
00039.ppm;980;499;999;519
00039.ppm;1104;499;1120;516
00039.ppm;1098;502;1143;546
00039.ppm;981;508;1000;529
00039.ppm;1073;508;1089;523
00039.ppm;1321;508;1356;547
00039.ppm;1060;516;1091;548
00039.ppm;821;519;882;583
00039.ppm;872;519;922;570
00039.ppm;327;520;349;544
00039.ppm;423;524;460;564
00039.ppm;620;530;643;551
00039.ppm;80;531;106;556
00039.ppm;18;558;50;586
00039.ppm;316;565;359;607
00039.ppm;359;580;383;602
00039.ppm;362;582;381;601
00039.ppm;31;592;57;615
00039.ppm;1056;621;1086;649
00039.ppm;1086;694;1117;727
00039.ppm;1063;710;1116;769
00039.ppm;358;198;408;250
00039.ppm;276;178;325;234
00039.ppm;469;141;495;169
00039.ppm;118;117;177;180
00039.ppm;295;2;424;116
00039.ppm;76;162;136;228
00039.ppm;3;52;155;187
00039.ppm;207;279;294;370
00039.ppm;173;118;253;202
00039.ppm;76;117;177;228
00039.ppm;76;77;208;228
00039.ppm;71;127;93;151
00039.ppm;429;107;557;225
00039.ppm;455;95;478;115
00039.ppm;628;459;706;542
00039.ppm;354;198;408;250
00039.ppm;76;77;215;236
00039.ppm;469;38;504;77
00039.ppm;381;21;459;109
00039.ppm;167;313;283;414
00039.ppm;167;304;283;414
00039.ppm;660;299;697;332
00039.ppm;107;275;199;360
00039.ppm;550;482;597;523
00039.ppm;158;589;187;619
00039.ppm;158;577;197;619
00039.ppm;514;145;608;245
00039.ppm;580;479;641;548
00039.ppm;381;21;468;109
00039.ppm;517;554;545;586
00039.ppm;336;14;362;38
00039.ppm;631;302;669;343
00039.ppm;167;304;283;436
00039.ppm;81;131;122;177
00039.ppm;376;190;431;238
00039.ppm;54;66;133;141
00039.ppm;167;304;290;436
00039.ppm;155;241;294;370
00039.ppm;547;196;694;325
00039.ppm;424;1;491;64
00039.ppm;381;1;491;109
00039.ppm;381;1;504;109
00039.ppm;100;55;116;70
00039.ppm;550;477;597;523
00039.ppm;659;141;710;197
00039.ppm;650;141;710;197
00039.ppm;513;145;624;261
00039.ppm;249;392;413;564
00039.ppm;152;241;294;370
00039.ppm;426;460;459;497
00039.ppm;381;47;422;88
00039.ppm;362;122;441;211
00039.ppm;175;166;240;228
00039.ppm;1254;26;1306;77
00039.ppm;614;302;669;363
00039.ppm;80;490;146;556
00039.ppm;167;304;293;436
00039.ppm;71;77;215;236
00039.ppm;1254;26;1306;78
00039.ppm;150;283;293;436
00039.ppm;1095;500;1143;546
00039.ppm;513;106;678;261
00039.ppm;513;67;692;261
00039.ppm;614;295;675;363
00039.ppm;71;75;215;236
00039.ppm;217;479;265;521
00039.ppm;1197;238;1324;371
00039.ppm;398;170;467;246
00039.ppm;385;501;514;617
00039.ppm;346;123;376;155
00039.ppm;1197;238;1325;371
00039.ppm;547;180;694;325
00039.ppm;1;47;70;124
00039.ppm;1;46;82;124
00039.ppm;256;2;330;86
00039.ppm;143;176;178;210
00039.ppm;577;199;653;272
00039.ppm;313;54;354;97
00039.ppm;487;215;515;245
00039.ppm;130;135;150;155
00039.ppm;1166;457;1193;481
00039.ppm;284;503;386;599
00039.ppm;1025;82;1118;168
00039.ppm;271;58;374;152
00039.ppm;437;89;460;109
00039.ppm;256;2;354;97
00039.ppm;256;2;354;106
